Выбранная строка,Т/плана предупр.ТОРО,ПозПредупредТОРО,ПланПредупрТОРО,strategy,Планирующий завод,Позиция предупред. ТОРО - описание,Группа плановиков,Единица оборудования,Название технического объекта,Вид работы ТОРО,Вид заказа,Тип техкарты,СчетГруппТехкарт,Группа,Название технического места,Техническое место,strategy_str,updated-counter
,PM,155610,100000056607,2-0497,1100,КР ходовой части,100,100000059036,Бульдозер D475A-5 №202,КР,APP1,A,34,A0003671,Бульдозер гусеничный №202,11-RUD-CGTR-SETT-UCTT-BZ10,2-0497_str,34
,PM,155611,100000056608,2-0512,1100,Замена двигателя,100,100000059036,Бульдозер D475A-5 №202,ЗМН,APP1,A,ЗД,A0003671,Бульдозер гусеничный №202,11-RUD-CGTR-SETT-UCTT-BZ10,2-0512_str,ЗД
,PM,155612,100000056609,2-0521,1100,Замена бортовых редукторов,100,100000059036,Бульдозер D475A-5 №202,ЗМН,APP1,A,ЗБ,A0003671,Бульдозер гусеничный №202,11-RUD-CGTR-SETT-UCTT-BZ10,2-0521_str,ЗБ
,PM,155613,100000056609,2-0521,1100,КР бортовых редукторов,100,100000059036,Бульдозер D475A-5 №202,КР,APP1,A,2,A0003671,Бульдозер гусеничный №202,11-RUD-CGTR-SETT-UCTT-BZ10,2-0521_str,2
,PM,155614,100000056610,2-0526,1100,Замена навесного оборудования,100,100000059036,Бульдозер D475A-5 №202,ЗМН,APP1,A,ЗА,A0003671,Бульдозер гусеничный №202,11-RUD-CGTR-SETT-UCTT-BZ10,2-0526_str,ЗА
,PM,155615,100000056611,2-0529,1100,Замена гидротрансформатора,100,100000059036,Бульдозер D475A-5 №202,ЗМН,APP1,A,ЗГ,A0003671,Бульдозер гусеничный №202,11-RUD-CGTR-SETT-UCTT-BZ10,2-0529_str,ЗГ
,PM,155616,100000056611,2-0529,1100,КР гидротрансформатора,100,100000059036,Бульдозер D475A-5 №202,КР,APP1,A,8,A0003671,Бульдозер гусеничный №202,11-RUD-CGTR-SETT-UCTT-BZ10,2-0529_str,8
,PM,155617,100000056612,2-0560,1100,КР гидравлического обор.,100,100000059036,Бульдозер D475A-5 №202,КР,APP1,A,5,A0003671,Бульдозер гусеничный №202,11-RUD-CGTR-SETT-UCTT-BZ10,2-0560_str,5
,PM,155618,100000056613,2-0562,1100,Замена коробки передач,100,100000059036,Бульдозер D475A-5 №202,ЗМН,APP1,A,ЗК,A0003671,Бульдозер гусеничный №202,11-RUD-CGTR-SETT-UCTT-BZ10,2-0562_str,ЗК
,PM,155619,100000056614,2-0565,1100,КР электрооборудования,100,100000059036,Бульдозер D475A-5 №202,КР,APP1,A,36,A0003671,Бульдозер гусеничный №202,11-RUD-CGTR-SETT-UCTT-BZ10,2-0565_str,36
,PM,155620,100000056615,2-0387,1100,Техническое обслуживание 1,100,100000059037,Бульдозер D475A-5 №203,ТО1,APP1,A,О1,A0003671,Бульдозер гусеничный №203,11-RUD-CGTR-SETT-UCTT-BZ11,2-0387_str,О1
,PM,155621,100000056615,2-0387,1100,Техническое обслуживание 2,100,100000059037,Бульдозер D475A-5 №203,ТО2,APP1,A,О2,A0003671,Бульдозер гусеничный №203,11-RUD-CGTR-SETT-UCTT-BZ11,2-0387_str,О2
,PM,155622,100000056615,2-0387,1100,Техническое обслуживание 3,100,100000059037,Бульдозер D475A-5 №203,ТО3,APP1,A,О3,A0003671,Бульдозер гусеничный №203,11-RUD-CGTR-SETT-UCTT-BZ11,2-0387_str,О3
,PM,155623,100000056615,2-0387,1100,Техническое обслуживание 4,100,100000059037,Бульдозер D475A-5 №203,ТО4,APP1,A,О4,A0003671,Бульдозер гусеничный №203,11-RUD-CGTR-SETT-UCTT-BZ11,2-0387_str,О4
,PM,155624,100000056616,2-0497,1100,КР ходовой части,100,100000059037,Бульдозер D475A-5 №203,КР,APP1,A,34,A0003671,Бульдозер гусеничный №203,11-RUD-CGTR-SETT-UCTT-BZ11,2-0497_str,34
,PM,155625,100000056617,2-0512,1100,Замена двигателя,100,100000059037,Бульдозер D475A-5 №203,ЗМН,APP1,A,ЗД,A0003671,Бульдозер гусеничный №203,11-RUD-CGTR-SETT-UCTT-BZ11,2-0512_str,ЗД
,PM,155626,100000056618,2-0521,1100,Замена бортовых редукторов,100,100000059037,Бульдозер D475A-5 №203,ЗМН,APP1,A,ЗБ,A0003671,Бульдозер гусеничный №203,11-RUD-CGTR-SETT-UCTT-BZ11,2-0521_str,ЗБ
,PM,155627,100000056618,2-0521,1100,КР бортовых редукторов,100,100000059037,Бульдозер D475A-5 №203,КР,APP1,A,2,A0003671,Бульдозер гусеничный №203,11-RUD-CGTR-SETT-UCTT-BZ11,2-0521_str,2
,PM,155628,100000056619,2-0526,1100,Замена навесного оборудования,100,100000059037,Бульдозер D475A-5 №203,ЗМН,APP1,A,ЗА,A0003671,Бульдозер гусеничный №203,11-RUD-CGTR-SETT-UCTT-BZ11,2-0526_str,ЗА
,PM,155629,100000056620,2-0529,1100,Замена гидротрансформатора,100,100000059037,Бульдозер D475A-5 №203,ЗМН,APP1,A,ЗГ,A0003671,Бульдозер гусеничный №203,11-RUD-CGTR-SETT-UCTT-BZ11,2-0529_str,ЗГ
,PM,155630,100000056620,2-0529,1100,КР гидротрансформатора,100,100000059037,Бульдозер D475A-5 №203,КР,APP1,A,8,A0003671,Бульдозер гусеничный №203,11-RUD-CGTR-SETT-UCTT-BZ11,2-0529_str,8
,PM,155631,100000056621,2-0560,1100,КР гидравлического обор.,100,100000059037,Бульдозер D475A-5 №203,КР,APP1,A,5,A0003671,Бульдозер гусеничный №203,11-RUD-CGTR-SETT-UCTT-BZ11,2-0560_str,5
,PM,155632,100000056622,2-0562,1100,Замена коробки передач,100,100000059037,Бульдозер D475A-5 №203,ЗМН,APP1,A,ЗК,A0003671,Бульдозер гусеничный №203,11-RUD-CGTR-SETT-UCTT-BZ11,2-0562_str,ЗК
,PM,155633,100000056623,2-0565,1100,КР электрооборудования,100,100000059037,Бульдозер D475A-5 №203,КР,APP1,A,36,A0003671,Бульдозер гусеничный №203,11-RUD-CGTR-SETT-UCTT-BZ11,2-0565_str,36
,PM,155634,100000056624,2-0386,1100,Техническое обслуживание 1,100,100000059038,Погрузчик фронтальный WA900-3 №506,ТО1,APP1,A,О1,A0003700,Погрузчик фронтальный №506,11-RUD-CGTR-SETT-UCTT-LF26,2-0386_str,О1
,PM,155635,100000056624,2-0386,1100,Техническое обслуживание 2,100,100000059038,Погрузчик фронтальный WA900-3 №506,ТО2,APP1,A,О2,A0003700,Погрузчик фронтальный №506,11-RUD-CGTR-SETT-UCTT-LF26,2-0386_str,О2
,PM,155636,100000056624,2-0386,1100,Техническое обслуживание 3,100,100000059038,Погрузчик фронтальный WA900-3 №506,ТО3,APP1,A,О3,A0003700,Погрузчик фронтальный №506,11-RUD-CGTR-SETT-UCTT-LF26,2-0386_str,О3
,PM,155637,100000056625,2-0508,1100,Замена гидротрансформатора,100,100000059038,Погрузчик фронтальный WA900-3 №506,ЗМН,APP1,A,ЗГ,A0003700,Погрузчик фронтальный №506,11-RUD-CGTR-SETT-UCTT-LF26,2-0508_str,ЗГ
,PM,155638,100000056625,2-0508,1100,КР гидротрансформатора,100,100000059038,Погрузчик фронтальный WA900-3 №506,КР,APP1,A,8,A0003700,Погрузчик фронтальный №506,11-RUD-CGTR-SETT-UCTT-LF26,2-0508_str,8
,PM,155639,100000056626,2-0510,1100,Замена навесного оборудования,100,100000059038,Погрузчик фронтальный WA900-3 №506,ЗМН,APP1,A,ЗА,A0003700,Погрузчик фронтальный №506,11-RUD-CGTR-SETT-UCTT-LF26,2-0510_str,ЗА
,PM,155640,100000056627,2-0540,1100,Замена бортовых редукторов,100,100000059038,Погрузчик фронтальный WA900-3 №506,ЗМН,APP1,A,ЗБ,A0003700,Погрузчик фронтальный №506,11-RUD-CGTR-SETT-UCTT-LF26,2-0540_str,ЗБ
,PM,155641,100000056627,2-0540,1100,КР бортовых редукторов,100,100000059038,Погрузчик фронтальный WA900-3 №506,КР,APP1,A,2,A0003700,Погрузчик фронтальный №506,11-RUD-CGTR-SETT-UCTT-LF26,2-0540_str,2
,PM,155642,100000056628,2-0548,1100,Замена двигателя,100,100000059038,Погрузчик фронтальный WA900-3 №506,ЗМН,APP1,A,ЗД,A0003700,Погрузчик фронтальный №506,11-RUD-CGTR-SETT-UCTT-LF26,2-0548_str,ЗД
,PM,155643,100000056629,2-0560,1100,КР гидравлического обор.,100,100000059038,Погрузчик фронтальный WA900-3 №506,КР,APP1,A,5,A0003700,Погрузчик фронтальный №506,11-RUD-CGTR-SETT-UCTT-LF26,2-0560_str,5
,PM,155644,100000056630,2-0563,1100,КР электрооборудования,100,100000059038,Погрузчик фронтальный WA900-3 №506,КР,APP1,A,36,A0003700,Погрузчик фронтальный №506,11-RUD-CGTR-SETT-UCTT-LF26,2-0563_str,36
,PM,155645,100000056631,2-0564,1100,КР ходовой части,100,100000059038,Погрузчик фронтальный WA900-3 №506,КР,APP1,A,34,A0003700,Погрузчик фронтальный №506,11-RUD-CGTR-SETT-UCTT-LF26,2-0564_str,34
,PM,155646,100000056632,2-0572,1100,Замена коробки передач,100,100000059038,Погрузчик фронтальный WA900-3 №506,ЗМН,APP1,A,ЗК,A0003700,Погрузчик фронтальный №506,11-RUD-CGTR-SETT-UCTT-LF26,2-0572_str,ЗК
,PM,155667,100000056639,2-0387,1100,Техническое обслуживание 1,100,100000059046,Бульдозер D475A-5 №3204,ТО1,APP1,A,О1,A0003671,Бульдозер гусеничный №3204,11-RUD-CGTR-SETT-UCTT-BZ15,2-0387_str,О1
,PM,155668,100000056639,2-0387,1100,Техническое обслуживание 2,100,100000059046,Бульдозер D475A-5 №3204,ТО2,APP1,A,О2,A0003671,Бульдозер гусеничный №3204,11-RUD-CGTR-SETT-UCTT-BZ15,2-0387_str,О2
,PM,155669,100000056639,2-0387,1100,Техническое обслуживание 3,100,100000059046,Бульдозер D475A-5 №3204,ТО3,APP1,A,О3,A0003671,Бульдозер гусеничный №3204,11-RUD-CGTR-SETT-UCTT-BZ15,2-0387_str,О3
,PM,155670,100000056639,2-0387,1100,Техническое обслуживание 4,100,100000059046,Бульдозер D475A-5 №3204,ТО4,APP1,A,О4,A0003671,Бульдозер гусеничный №3204,11-RUD-CGTR-SETT-UCTT-BZ15,2-0387_str,О4
,PM,155671,100000056640,2-0497,1100,КР ходовой части,100,100000059046,Бульдозер D475A-5 №3204,КР,APP1,A,34,A0003671,Бульдозер гусеничный №3204,11-RUD-CGTR-SETT-UCTT-BZ15,2-0497_str,34
,PM,155672,100000056641,2-0512,1100,Замена двигателя,100,100000059046,Бульдозер D475A-5 №3204,ЗМН,APP1,A,ЗД,A0003671,Бульдозер гусеничный №3204,11-RUD-CGTR-SETT-UCTT-BZ15,2-0512_str,ЗД
,PM,155673,100000056642,2-0521,1100,Замена бортовых редукторов,100,100000059046,Бульдозер D475A-5 №3204,ЗМН,APP1,A,ЗБ,A0003671,Бульдозер гусеничный №3204,11-RUD-CGTR-SETT-UCTT-BZ15,2-0521_str,ЗБ
,PM,155674,100000056642,2-0521,1100,КР бортовых редукторов,100,100000059046,Бульдозер D475A-5 №3204,КР,APP1,A,2,A0003671,Бульдозер гусеничный №3204,11-RUD-CGTR-SETT-UCTT-BZ15,2-0521_str,2
,PM,155675,100000056643,2-0526,1100,Замена навесного оборудования,100,100000059046,Бульдозер D475A-5 №3204,ЗМН,APP1,A,ЗА,A0003671,Бульдозер гусеничный №3204,11-RUD-CGTR-SETT-UCTT-BZ15,2-0526_str,ЗА
,PM,155676,100000056644,2-0529,1100,Замена гидротрансформатора,100,100000059046,Бульдозер D475A-5 №3204,ЗМН,APP1,A,ЗГ,A0003671,Бульдозер гусеничный №3204,11-RUD-CGTR-SETT-UCTT-BZ15,2-0529_str,ЗГ
,PM,155677,100000056644,2-0529,1100,КР гидротрансформатора,100,100000059046,Бульдозер D475A-5 №3204,КР,APP1,A,8,A0003671,Бульдозер гусеничный №3204,11-RUD-CGTR-SETT-UCTT-BZ15,2-0529_str,8
,PM,155678,100000056645,2-0560,1100,КР гидравлического обор.,100,100000059046,Бульдозер D475A-5 №3204,КР,APP1,A,5,A0003671,Бульдозер гусеничный №3204,11-RUD-CGTR-SETT-UCTT-BZ15,2-0560_str,5
,PM,155679,100000056646,2-0562,1100,Замена коробки передач,100,100000059046,Бульдозер D475A-5 №3204,ЗМН,APP1,A,ЗК,A0003671,Бульдозер гусеничный №3204,11-RUD-CGTR-SETT-UCTT-BZ15,2-0562_str,ЗК
,PM,155680,100000056647,2-0565,1100,КР электрооборудования,100,100000059046,Бульдозер D475A-5 №3204,КР,APP1,A,36,A0003671,Бульдозер гусеничный №3204,11-RUD-CGTR-SETT-UCTT-BZ15,2-0565_str,36
,PM,155681,100000056648,2-0387,1100,Техническое обслуживание 1,100,100000059047,Бульдозер D475A-5 №3205,ТО1,APP1,A,О1,A0003671,Бульдозер гусеничный №3205,11-RUD-CGTR-SETT-UCTT-BZ16,2-0387_str,О1
,PM,155682,100000056648,2-0387,1100,Техническое обслуживание 2,100,100000059047,Бульдозер D475A-5 №3205,ТО2,APP1,A,О2,A0003671,Бульдозер гусеничный №3205,11-RUD-CGTR-SETT-UCTT-BZ16,2-0387_str,О2
,PM,155683,100000056648,2-0387,1100,Техническое обслуживание 3,100,100000059047,Бульдозер D475A-5 №3205,ТО3,APP1,A,О3,A0003671,Бульдозер гусеничный №3205,11-RUD-CGTR-SETT-UCTT-BZ16,2-0387_str,О3
,PM,155684,100000056648,2-0387,1100,Техническое обслуживание 4,100,100000059047,Бульдозер D475A-5 №3205,ТО4,APP1,A,О4,A0003671,Бульдозер гусеничный №3205,11-RUD-CGTR-SETT-UCTT-BZ16,2-0387_str,О4
,PM,155685,100000056649,2-0497,1100,КР ходовой части,100,100000059047,Бульдозер D475A-5 №3205,КР,APP1,A,34,A0003671,Бульдозер гусеничный №3205,11-RUD-CGTR-SETT-UCTT-BZ16,2-0497_str,34
,PM,155686,100000056650,2-0512,1100,Замена двигателя,100,100000059047,Бульдозер D475A-5 №3205,ЗМН,APP1,A,ЗД,A0003671,Бульдозер гусеничный №3205,11-RUD-CGTR-SETT-UCTT-BZ16,2-0512_str,ЗД
,PM,155687,100000056651,2-0521,1100,Замена бортовых редукторов,100,100000059047,Бульдозер D475A-5 №3205,ЗМН,APP1,A,ЗБ,A0003671,Бульдозер гусеничный №3205,11-RUD-CGTR-SETT-UCTT-BZ16,2-0521_str,ЗБ
,PM,155688,100000056651,2-0521,1100,КР бортовых редукторов,100,100000059047,Бульдозер D475A-5 №3205,КР,APP1,A,2,A0003671,Бульдозер гусеничный №3205,11-RUD-CGTR-SETT-UCTT-BZ16,2-0521_str,2
,PM,155689,100000056652,2-0526,1100,Замена навесного оборудования,100,100000059047,Бульдозер D475A-5 №3205,ЗМН,APP1,A,ЗА,A0003671,Бульдозер гусеничный №3205,11-RUD-CGTR-SETT-UCTT-BZ16,2-0526_str,ЗА
,PM,155690,100000056653,2-0529,1100,Замена гидротрансформатора,100,100000059047,Бульдозер D475A-5 №3205,ЗМН,APP1,A,ЗГ,A0003671,Бульдозер гусеничный №3205,11-RUD-CGTR-SETT-UCTT-BZ16,2-0529_str,ЗГ
