БЕ,класс ео,Модель оборудования,Наименование оборудования,strategy_str_counter,Группа,СчетГруппТехкарт,ПланПредупрТОРО,Позиция предупред. ТОРО - описание,Текст цикла ПредупрТОРО,gruppa_str_counter,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0522_strЗГ,A0004093,ЗГ,100000055922,Замена гидротрансформатора,Замена гидротрансформатора,A0004093_strЗГ,"41,000","41,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0523_strТК,A0004093,ТК,100000055923,ТР коробки передач,ТР коробки передач,A0004093_strТК,"96,000","54,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0523_strЗК,A0004093,ЗК,100000055923,Замена коробки передач,Замена коробки передач,A0004093_strЗК,"41,000","41,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0524_strО1,A0004093,О1,100000055924,Техническое обслуживание 1,Техническое обслуживание 1,A0004093_strО1,"4,400","3,100"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0524_strО2,A0004093,О2,100000055924,Техническое обслуживание 2,Техническое обслуживание 2,A0004093_strО2,"7,200","2,900"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0524_strО3,A0004093,О3,100000055924,Техническое обслуживание 3,Техническое обслуживание 3,A0004093_strО3,"16,000","6,400"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0524_strО4,A0004093,О4,100000055924,Техническое обслуживание 4,Техническое обслуживание 4,A0004093_strО4,"20,500","8,200"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0524_strО5,A0004093,О5,100000055924,Техническое обслуживание 5,Техническое обслуживание 5,A0004093_strО5,"21,500","8,600"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0525_str85,A0004093,85,100000055925,ТР ходовой части,ТР ходовой части,A0004093_str85,"92,000","48,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0525_str34,A0004093,34,100000055925,КР ходовой части,КР ходовой части,A0004093_str34,"322,000","144,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0526_str77,A0004093,77,100000055926,ТР навесного оборудования,ТР навесного оборудования,A0004093_str77,"128,000","66,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0526_strЗА,A0004093,ЗА,100000055926,Замена навесного оборудования,Замена навесного оборудования,A0004093_strЗА,"0,000","0,000"
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №3610,2-0386_strО1,A0004003,О1,100000056005,Техническое обслуживание 1,Техническое обслуживание 1,A0004003_strО1,"9,000","4,000"
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №3610,2-0386_strО2,A0004003,О2,100000056005,Техническое обслуживание 2,Техническое обслуживание 2,A0004003_strО2,"15,200","9,000"
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №3610,2-0386_strО3,A0004003,О3,100000056005,Техническое обслуживание 3,Техническое обслуживание 3,A0004003_strО3,"20,900","11,000"
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №3610,2-0493_str34,A0004003,34,100000056006,КР ходовой части,КР ходовой части,A0004003_str34,"444,000","216,000"
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №3610,2-0503_str27,A0004003,27,100000056007,КР навесного оборудования,КР навесного оборудования,A0004003_str27,"175,000","120,000"
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №3610,2-0504_str5,A0004003,5,100000056008,КР гидравлического обор.,КР гидравлического обор.,A0004003_str5,"600,000","288,000"
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №3610,2-0565_str36,A0004003,36,100000056009,КР электрооборудования,КР электрооборудования,A0004003_str36,"125,000","60,000"
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №3610,2-0572_strЗД,A0004003,ЗД,100000056010,Замена двигателя,Замена двигателя,A0004003_strЗД,,
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №3610,2-0656_str24,A0004003,24,100000056011,КР коробки передач,КР коробки передач,A0004003_str24,"225,000","108,000"
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №3610,2-0656_strЗК,A0004003,ЗК,100000056011,Замена коробки передач,Замена коробки передач,A0004003_strЗК,"0,000","0,000"
Олимпиадинский ГОК,Погрузчики фронтальные,Машина многоцел МКСМ,Машина многоцел МКСМ-1000 №7113ХЕ24,2-0360_strО1,A0005145,О1,100000056150,Техническое обслуживание 1,Техническое обслуживание 1,A0005145_strО1,"4,000","2,000"
Олимпиадинский ГОК,Погрузчики фронтальные,Машина многоцел МКСМ,Машина многоцел МКСМ-1000 №7113ХЕ24,2-0360_strО2,A0005145,О2,100000056150,Техническое обслуживание 2,Техническое обслуживание 2,A0005145_strО2,"6,000","3,000"
Олимпиадинский ГОК,Погрузчики фронтальные,Машина многоцел МКСМ,Машина многоцел МКСМ-1000 №7113ХЕ24,2-0360_strО3,A0005145,О3,100000056150,Техническое обслуживание 3,Техническое обслуживание 3,A0005145_strО3,"8,200","4,000"
Олимпиадинский ГОК,Погрузчики фронтальные,Машина многоцел МКСМ,Машина многоцел МКСМ-1000 №7113ХЕ24,2-0360_strО4,A0005145,О4,100000056150,Техническое обслуживание 4,Техническое обслуживание 4,A0005145_strО4,"14,200","7,000"
Олимпиадинский ГОК,Погрузчики фронтальные,Машина многоцел МКСМ,Машина многоцел МКСМ-1000 №7113ХЕ24,2-0475_str70,A0005145,70,100000056151,ТР двигателя,ТР двигателя,A0005145_str70,"100,000","36,000"
Олимпиадинский ГОК,Погрузчики фронтальные,Машина многоцел МКСМ,Машина многоцел МКСМ-1000 №7113ХЕ24,2-0475_strЗД,A0005145,ЗД,100000056151,Замена двигателя,Замена двигателя,A0005145_strЗД,"0,000","0,000"
Олимпиадинский ГОК,Погрузчики фронтальные,Машина многоцел МКСМ,Машина многоцел МКСМ-1000 №7113ХЕ24,2-0476_strТК,A0005145,ТК,100000056152,ТР коробки передач,ТР коробки передач,A0005145_strТК,"150,000","96,000"
